trial_number,trial_tag,checkpoint_path,generated_df_path,lr,hidden_features,num_layers,num_blocks,beta2,wd,batch_size,scheduler,training_time,sampling_time,peak_mem_train,peak_mem_sample,final_val_loss,ED,p_value,SWDobs,SWDpval,Sinkhorn,Hyppo MMD,chi2_1dm1,chi2_1dcos1,chi2_1dm2,chi2_1dcos2,chi2_1dphi
0,trial000_batch_size3072_beta20p976_hidden_features470_lr0p000914_num_blocks4_num_layers6_schedulercosine_wd3p69em06,optuna_cleanedNEWMMD/trial000_batch_size3072_beta20p976_hidden_features470_lr0p000914_num_blocks4_num_layers6_schedulercosine_wd3p69em06/checkpoint.pt,,0.0009138642154730898,470,6,4,0.9757323848874497,3.686378918423831e-06,3072,cosine,694.8409600611776,14.469602863304317,1235.396484375,1228.52099609375,6.996342182159424,0.00012689703771551208,0.208955223880597,0.003460901090875268,0.3023255813953488,0.018214931711554527,-1.1661793603191852e-05,0.999431353447548,0.8123481313369066,0.9093006198034983,0.874929717730583,0.8290507131597816
